filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
/content/drive/MyDrive/music_genre_classification/Jon-Batiste-Joe_s-Lowdown-Blues-_From-_Soul__Soundtrack-Version_.wav,0.22822798788547516,0.09837863594293594,746.6149795232421,1203.7552386953043,1020.427162949884,0.0397212261755031,-319.9564514160156,177.76809692382812,30.12779426574707,7.805630207061768,8.781481742858887,4.565883159637451,-6.528349876403809,-11.621481895446777,-7.7392168045043945,-6.570917129516602,-5.774352073669434,-3.3014285564422607,0.3660605251789093,1.7699878215789795,-7.634053707122803,-10.100361824035645,-8.450743675231934,-9.889961242675781,-7.00693416595459,-5.913216590881348
