filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
/content/drive/MyDrive/music_genre_classification/Hanspeter-Gmür-_-Camerata-Romana-Suite-for-Strings-and-Continuo-in-E-Flat-Major-_La-Lyra_-La-Lyra_-S.wav,0.2615303695201874,0.017869845032691956,1817.296445455466,1847.1206717675873,3587.0283097305532,0.09488529169891641,-369.36627197265625,100.67320251464844,-19.01694107055664,25.605867385864258,-0.43254292011260986,-0.009484116919338703,-4.575751781463623,-0.16144885122776031,2.272315740585327,12.316488265991211,1.5838769674301147,4.837088108062744,1.8588587045669556,-3.051093578338623,5.1958417892456055,7.357534408569336,9.526981353759766,5.728050231933594,-5.636977195739746,-8.19900894165039
