filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
/content/drive/MyDrive/music_genre_classification/McCoy-Tyner-Good-Bye.wav,0.2726653218269348,0.034385036677122116,998.79387754053,1702.8541024605565,1490.8493183714686,0.042298308097910214,-392.66949462890625,163.86532592773438,42.23982620239258,-8.297555923461914,8.32626724243164,-1.3612648248672485,-12.483662605285645,-7.788084506988525,-9.84289264678955,0.35518690943717957,-2.2465555667877197,1.3580193519592285,0.5080817937850952,4.044622421264648,5.767367839813232,4.018008232116699,2.1478915214538574,6.9916582107543945,5.228316783905029,3.081528663635254
